bus_name,lat,lon
Bus 1,19.9919588,73.7730487
Bus 1,19.9914688,73.7740378
Bus 1,19.9913327,73.7751084
Bus 1,19.9913326,73.7757531
Bus 1,19.9913319,73.7758231
Bus 1,19.9910459,73.775859
Bus 1,19.9897765,73.7764584
Bus 1,19.9893021,73.7774919
Bus 1,19.9892706,73.7778151
Bus 1,19.9891971,73.7778072
Bus 1,19.9886364,73.7777629
Bus 1,19.9891971,73.7778072
Bus 1,19.9900089,73.7761957
Bus 2,20.0121682,73.7536647
Bus 2,20.0120876,73.7549246
Bus 2,20.0120645,73.7558165
Bus 2,20.0120569,73.7559572
Bus 2,20.0120513,73.7563653
Bus 2,20.0120427,73.7570175
Bus 2,20.0120434,73.7574338
Bus 2,20.0120201,73.7582107
Bus 2,20.0120438,73.7583046
Bus 2,20.0120097,73.7583609
Bus 2,20.011825,73.7591763
Bus 2,20.011668,73.7597263
Bus 2,20.0115095,73.7601954
Bus 2,20.0113727,73.7606001
Bus 2,20.0113866,73.7606521
Bus 2,20.0113247,73.7607306
Bus 2,20.0110947,73.7617407
Bus 2,20.0103984,73.7638286
Bus 2,20.0102694,73.7641317
Bus 2,20.0102698,73.7641537
Bus 2,20.0102333,73.7642039
Bus 2,20.0095613,73.7660623
Bus 2,20.0093551,73.7667065
Bus 2,20.0093714,73.7667283
Bus 2,20.0093691,73.7668197
Bus 2,20.0093052,73.7668605
Bus 2,20.0084596,73.7689019
Bus 2,20.0078691,73.7701598
Bus 2,20.0076062,73.7707793
Bus 2,20.0073362,73.771436
Bus 2,20.0072924,73.7715499
Bus 2,20.0067925,73.7737306
Bus 2,20.0064156,73.7747292
Bus 2,20.0060941,73.7762256
Bus 2,20.0059272,73.7776356
Bus 2,20.0059983,73.7799523
Bus 2,20.0060282,73.7811049
Bus 2,20.006485,73.7828779
Bus 2,20.0065628,73.7830316
Bus 2,20.0065861,73.7831022
Bus 2,20.0064804,73.7831035
Bus 2,20.0059839,73.783087
Bus 2,20.0057837,73.7830651
Bus 2,20.0053353,73.7830036
Bus 2,20.0047028,73.7838785
Bus 2,20.0048582,73.7839288
Bus 2,20.0048605,73.7840261
Bus 2,20.0044692,73.7860204
Bus 2,20.0042624,73.7869562
Bus 2,20.0026349,73.7866866
Bus 2,20.0021617,73.7870944
Bus 2,20.0018919,73.7873042
Bus 2,20.0017504,73.7877033
Bus 2,20.0016987,73.7878521
Bus 2,20.0016057,73.7883393
Bus 2,19.9999849,73.7888476
Bus 2,19.9993953,73.788997
Bus 2,19.9993662,73.7889349
Bus 2,19.9988225,73.7890584
Bus 2,19.9987395,73.789238
Bus 2,19.9986027,73.789541
Bus 2,19.9986022,73.7900776
Bus 2,19.9983235,73.7901359
Bus 2,19.9980814,73.7906677
Bus 2,19.9979558,73.7907062
Bus 2,19.9968866,73.7918264
Bus 2,19.9968771,73.792178
Bus 2,19.9968719,73.792567
Bus 2,19.9969022,73.7926501
Bus 2,19.9967331,73.7943418
Bus 2,19.9964325,73.7943542
Bus 2,19.9959883,73.7943697
Bus 2,19.995885,73.7953521
Bus 2,19.9954646,73.7959782
Bus 2,19.9954316,73.7960225
Bus 2,19.9952879,73.7962158
Bus 2,19.9947733,73.7966571
Bus 2,19.9942778,73.7970749
Bus 2,19.9942766,73.7971344
Bus 2,19.9942625,73.7971827
Bus 2,19.9940826,73.7973184
Bus 2,19.9939917,73.797295
Bus 2,19.9939141,73.7972306
Bus 2,19.9922887,73.7982758
Bus 2,19.9911136,73.7990318
Bus 2,19.9907912,73.7992392
Bus 2,19.9887864,73.8000228
Bus 2,19.9875291,73.8011085
Bus 2,19.9854501,73.8020878
Bus 2,19.9846147,73.8028431
Bus 2,19.9841271,73.8032562
Bus 2,19.9835263,73.8037834
Bus 2,19.9815028,73.8056742
Bus 2,19.9807567,73.8063844
Bus 2,19.9797673,73.8073223
Bus 2,19.9795769,73.807505
Bus 2,19.9794933,73.8075883
Bus 2,19.9792433,73.8078232
Bus 2,19.9778988,73.8090773
Bus 2,19.9777406,73.8092248
Bus 2,19.9776747,73.8092844
Bus 2,19.9774676,73.8094736
Bus 2,19.9759777,73.8108949
Bus 2,19.9752912,73.8115625
Bus 2,19.9739533,73.8128043
Bus 2,19.9725552,73.814242
Bus 2,19.9704097,73.8167408
Bus 2,19.9699677,73.8172881
Bus 2,19.9695398,73.8178139
Bus 2,19.9690933,73.8183824
Bus 2,19.9692243,73.818872
Bus 2,19.9694093,73.8199492
Bus 2,19.9697589,73.8205338
Bus 2,19.9694093,73.8199492
Bus 2,19.9692243,73.818872
Bus 2,19.9691313,73.8187302
Bus 2,19.9687986,73.8187266
Bus 2,19.9684751,73.8190948
Bus 2,19.9669638,73.820913
Bus 2,19.9664414,73.8215323
Bus 2,19.9656852,73.8224828
Bus 2,19.9648587,73.82353
Bus 2,19.963473,73.8253221
Bus 2,19.963407,73.8254109
Bus 2,19.9619919,73.8272509
Bus 2,19.9617975,73.8275013
Bus 2,19.9609679,73.8285954
Bus 2,19.9589179,73.8312332
Bus 2,19.9583372,73.8319666
Bus 2,19.9567744,73.8340259
Bus 2,19.9565156,73.8343461
Bus 2,19.9564718,73.8344002
Bus 2,19.95636,73.8343823
Bus 2,19.9561247,73.8343681
Bus 2,19.9557205,73.8343778
Bus 2,19.9556017,73.8343955
Bus 2,19.9549047,73.8344606
Bus 2,19.9543469,73.8345282
Bus 2,19.9538423,73.8345614
Bus 2,19.9537149,73.8345712
Bus 2,19.9527044,73.8345975
Bus 2,19.9526154,73.8345998
Bus 2,19.9521378,73.8346123
Bus 2,19.951931,73.8346177
Bus 2,19.9513314,73.8346333
Bus 2,19.9498564,73.8346514
Bus 2,19.9488114,73.8346101
Bus 2,19.9485216,73.8345889
Bus 2,19.9483597,73.8345773
Bus 2,19.9475096,73.834486
Bus 2,19.9474386,73.8344784
Bus 2,19.9463845,73.8343924
Bus 2,19.9458494,73.8343418
Bus 2,19.9455269,73.8343113
Bus 2,19.945134,73.8342741
Bus 2,19.944398,73.8342045
Bus 2,19.9443174,73.8347554
Bus 2,19.9442676,73.8349691
Bus 2,19.9441652,73.8354241
Bus 2,19.9441573,73.8355553
Bus 2,19.9441523,73.8355884
Bus 2,19.9441208,73.8355639
Bus 2,19.9431474,73.8356902
Bus 2,19.9427557,73.8357318
Bus 2,19.9421949,73.8357737
Bus 2,19.9418961,73.8368479
Bus 2,19.9416533,73.8374693
Bus 2,19.9414219,73.8379746
Bus 2,19.9409677,73.8389387
Bus 2,19.9407254,73.8394434
Bus 2,19.9404203,73.8394911
Bus 2,19.9373945,73.8395931
Bus 2,19.9392787,73.8421302
Bus 2,19.9385376,73.8434688
Bus 2,19.9377122,73.8457031
Bus 2,19.9391169,73.8458214
Bus 2,19.9404503,73.8458092
Bus 2,19.943176,73.8488853
Bus 2,19.945229,73.8487687
Bus 2,19.9470801,73.8468167
Bus 2,19.9473879,73.8464414
Bus 2,19.9481165,73.8455408
Bus 2,19.9484239,73.8451501
Bus 2,19.9486419,73.8448699
Bus 2,19.9488524,73.8451161
Bus 2,19.9487957,73.8455773
Bus 2,19.9488524,73.8451161
Bus 2,19.9486419,73.8448699
Bus 2,19.9484239,73.8451501
Bus 2,19.9479683,73.8449096
Bus 2,19.9480044,73.844406
Bus 2,19.9467614,73.8442397
Bus 2,19.9467632,73.8441766
Bus 2,19.946779,73.8436229
Bus 2,19.9466857,73.8435157
Bus 2,19.9441795,73.8423509
Bus 2,19.9392787,73.8421302
Bus 2,19.9385376,73.8434688
Bus 2,19.9377122,73.8457031
Bus 2,19.9391169,73.8458214
Bus 2,19.9404503,73.8458092
Bus 2,19.943176,73.8488853
Bus 2,19.945229,73.8487687
Bus 2,19.9470801,73.8468167
Bus 2,19.947106,73.8468729
Bus 2,19.9480697,73.8462981
Bus 2,19.9481215,73.8463769
Bus 2,19.9481621,73.8464466
Bus 2,19.9470714,73.8471607
Bus 2,19.947229,73.8485849
Bus 2,19.9490862,73.8499368
Bus 2,19.947229,73.8485849
Bus 2,19.9470714,73.8471607
Bus 2,19.9481621,73.8464466
Bus 2,19.9496997,73.8475432
Bus 2,19.949932,73.8476164
Bus 2,19.9501591,73.847688
Bus 2,19.9523157,73.8464767
Bus 2,19.952714,73.8463855
Bus 2,19.9533733,73.8460864
Bus 2,19.9539361,73.8457528
Bus 2,19.9547885,73.8466809
Bus 2,19.9554916,73.8477135
Bus 2,19.955595,73.8479736
Bus 2,19.9557491,73.8485573
Bus 2,19.9563927,73.8484727
Bus 2,19.9557491,73.8485573
Bus 2,19.9560626,73.8495005
Bus 2,19.9557491,73.8485573
Bus 2,19.9563927,73.8484727
Bus 2,19.9557491,73.8485573
Bus 2,19.9560626,73.8495005
Bus 2,19.9557491,73.8485573
Bus 2,19.955595,73.8479736
Bus 2,19.9554916,73.8477135
Bus 2,19.9547885,73.8466809
Bus 2,19.9583978,73.8465363
Bus 2,19.9584578,73.84724
Bus 2,19.9583978,73.8465363
Bus 2,19.9547885,73.8466809
Bus 2,19.9554916,73.8477135
Bus 2,19.955595,73.8479736
Bus 2,19.9557491,73.8485573
Bus 2,19.9560626,73.8495005
Bus 2,19.9559962,73.8494671
Bus 2,19.9551621,73.8492025
Bus 2,19.9548867,73.8491152
Bus 2,19.9541584,73.8488843
Bus 2,19.9533039,73.8486191
Bus 2,19.9501591,73.847688
Bus 2,19.949932,73.8476164
Bus 2,19.9496997,73.8475432
Bus 2,19.9481621,73.8464466
Bus 2,19.9481215,73.8463769
Bus 2,19.9480697,73.8462981
Bus 2,19.9504808,73.8448793
Bus 2,19.9516566,73.8406546
Bus 2,19.9518495,73.8403671
Bus 2,19.9509651,73.8405308
Bus 2,19.9497064,73.8407174
Bus 2,19.9493347,73.8407714
Bus 2,19.9483865,73.8408676
Bus 2,19.9483522,73.8409226
Bus 2,19.9481852,73.8407912
Bus 2,19.9470469,73.8397577
Bus 2,19.9468874,73.839913
Bus 2,19.9461562,73.8401825
Bus 2,19.9447609,73.8395872
Bus 2,19.9445697,73.8394169
Bus 2,19.9437055,73.838548
Bus 2,19.9418961,73.8368479
Bus 2,19.9416533,73.8374693
Bus 2,19.9414219,73.8379746
Bus 2,19.9409677,73.8389387
Bus 2,19.9407254,73.8394434
Bus 2,19.9404203,73.8394911
Bus 2,19.9373945,73.8395931
Bus 2,19.9392787,73.8421302
Bus 2,19.9441795,73.8423509
Bus 2,19.9466857,73.8435157
Bus 2,19.946779,73.8436229
Bus 2,19.9467632,73.8441766
Bus 2,19.9467614,73.8442397
Bus 2,19.9470801,73.8468167
Bus 2,19.947106,73.8468729
Bus 2,19.9480697,73.8462981
Bus 2,19.9504808,73.8448793
Bus 2,19.95536,73.8356644
Bus 2,19.9560688,73.8347664
Bus 2,19.95636,73.8343823
Bus 2,19.9564092,73.8343257
Bus 2,19.9566205,73.834055
Bus 2,19.9567567,73.8338852
Bus 2,19.9578235,73.8325093
Bus 2,19.9588604,73.8311871
Bus 2,19.9588852,73.8311554
Bus 2,19.960425,73.8291558
Bus 2,19.960897,73.8285486
Bus 2,19.9613077,73.8280011
Bus 2,19.9616905,73.8275108
Bus 2,19.9633404,73.8253557
Bus 2,19.9634053,73.8252807
Bus 2,19.964345,73.824065
Bus 2,19.9645641,73.8237819
Bus 2,19.9647697,73.8235127
Bus 2,19.9653472,73.822755
Bus 2,19.9656042,73.8224177
Bus 2,19.9669965,73.8207392
Bus 2,19.9684994,73.8189458
Bus 2,19.9689824,73.8183646
Bus 2,19.9690556,73.8182895
Bus 2,19.9690933,73.8183824
Bus 2,19.9692243,73.818872
Bus 2,19.9694093,73.8199492
Bus 2,19.9697589,73.8205338
Bus 2,19.9694093,73.8199492
Bus 2,19.9692243,73.818872
Bus 2,19.9691313,73.8187302
Bus 2,19.9687986,73.8187266
Bus 2,19.9684751,73.8190948
Bus 2,19.9669638,73.820913
Bus 2,19.9664414,73.8215323
Bus 2,19.9656852,73.8224828
Bus 2,19.9648587,73.82353
Bus 2,19.963473,73.8253221
Bus 2,19.963407,73.8254109
Bus 2,19.9619919,73.8272509
Bus 2,19.9617975,73.8275013
Bus 2,19.9609679,73.8285954
Bus 2,19.9589179,73.8312332
Bus 2,19.9583372,73.8319666
Bus 2,19.9567744,73.8340259
Bus 2,19.9565156,73.8343461
Bus 2,19.9564718,73.8344002
Bus 2,19.956295,73.834619
Bus 2,19.955562,73.8355888
Bus 2,19.9555212,73.8356392
Bus 2,19.9555007,73.8356647
Bus 2,19.9542868,73.8373904
Bus 2,19.9540748,73.8376801
Bus 2,19.9540103,73.8377618
Bus 2,19.953299,73.8386802
Bus 2,19.9525183,73.8397236
Bus 2,19.9521531,73.8403016
Bus 2,19.9521154,73.8403797
Bus 2,19.9513054,73.8425798
Bus 2,19.9481215,73.8463769
Bus 2,19.9481621,73.8464466
Bus 2,19.9470714,73.8471607
Bus 2,19.947229,73.8485849
Bus 2,19.9470714,73.8471607
Bus 2,19.9481621,73.8464466
Bus 2,19.9481215,73.8463769
Bus 2,19.9480697,73.8462981
Bus 2,19.9504808,73.8448793
Bus 2,19.95536,73.8356644
Bus 2,19.9560688,73.8347664
Bus 2,19.95636,73.8343823
Bus 2,19.9564092,73.8343257
Bus 2,19.9566205,73.834055
Bus 2,19.9567567,73.8338852
Bus 2,19.9578235,73.8325093
Bus 2,19.9588604,73.8311871
Bus 2,19.9588852,73.8311554
Bus 2,19.960425,73.8291558
Bus 2,19.960897,73.8285486
Bus 2,19.9613077,73.8280011
Bus 2,19.9616905,73.8275108
Bus 2,19.9633404,73.8253557
Bus 2,19.9634053,73.8252807
Bus 2,19.964345,73.824065
Bus 2,19.9645641,73.8237819
Bus 2,19.9647697,73.8235127
Bus 2,19.9653472,73.822755
Bus 2,19.9656042,73.8224177
Bus 2,19.9669965,73.8207392
Bus 2,19.9684994,73.8189458
Bus 2,19.9689824,73.8183646
Bus 2,19.9690556,73.8182895
Bus 2,19.9690933,73.8183824
Bus 2,19.9692243,73.818872
Bus 2,19.9694093,73.8199492
Bus 2,19.9697589,73.8205338
Bus 3,20.0121682,73.7536647
Bus 3,20.0120876,73.7549246
Bus 3,20.0120645,73.7558165
Bus 3,20.0120569,73.7559572
Bus 3,20.0120513,73.7563653
Bus 3,20.0120427,73.7570175
Bus 3,20.0120434,73.7574338
Bus 3,20.0120201,73.7582107
Bus 3,20.0120438,73.7583046
Bus 3,20.0120097,73.7583609
Bus 3,20.011825,73.7591763
Bus 3,20.011668,73.7597263
Bus 3,20.0115095,73.7601954
Bus 3,20.0113727,73.7606001
Bus 3,20.0113866,73.7606521
Bus 3,20.0113247,73.7607306
Bus 3,20.0110947,73.7617407
Bus 3,20.0103984,73.7638286
Bus 3,20.0102694,73.7641317
Bus 3,20.0102698,73.7641537
Bus 3,20.0102333,73.7642039
Bus 3,20.0095613,73.7660623
Bus 3,20.0093551,73.7667065
Bus 3,20.0093714,73.7667283
Bus 3,20.0093691,73.7668197
Bus 3,20.0093052,73.7668605
Bus 3,20.0084596,73.7689019
Bus 3,20.0078691,73.7701598
Bus 3,20.0076062,73.7707793
Bus 3,20.0073362,73.771436
Bus 3,20.0080132,73.7717382
Bus 3,20.0085748,73.7720718
Bus 3,20.008875,73.7721983
Bus 3,20.0089393,73.772261
Bus 3,20.0099144,73.7735657
Bus 3,20.0120028,73.7771548
Bus 3,20.0146674,73.7815484
Bus 3,20.0157055,73.7831426
Bus 3,20.0158419,73.7833086
Bus 3,20.0160439,73.7835943
Bus 3,20.0170185,73.7850276
Bus 3,20.0174543,73.7856473
Bus 3,20.0178122,73.7862436
Bus 3,20.0180368,73.7869226
Bus 3,20.0180913,73.7872456
Bus 3,20.0181323,73.7886377
Bus 3,20.0181339,73.7893138
Bus 3,20.0186466,73.7898289
Bus 3,20.0191406,73.7897978
Bus 3,20.0197734,73.7897327
Bus 3,20.0196763,73.7901127
Bus 3,20.0195123,73.7912356
Bus 3,20.0193525,73.7933294
Bus 3,20.019867,73.7934011
Bus 3,20.0197874,73.7940112
Bus 3,20.0197781,73.7940829
Bus 3,20.0195951,73.7940666
Bus 3,20.0194647,73.7953368
Bus 3,20.0198525,73.7953763
Bus 3,20.0199592,73.7953872
Bus 3,20.0194053,73.7979212
Bus 3,20.0216566,73.7991317
Bus 3,20.0218229,73.7992711
Bus 3,20.0266079,73.8008175
Bus 3,20.0266896,73.8008441
Bus 3,20.027089,73.8009739
Bus 3,20.027541,73.8011231
Bus 3,20.0302383,73.802121
Bus 3,20.0314471,73.8025459
Bus 3,20.0328253,73.8029835
Bus 3,20.032933,73.8030073
Bus 3,20.0347878,73.8034592
Bus 3,20.0356811,73.8036484
Bus 3,20.0358915,73.8036937
Bus 3,20.0369037,73.8039703
Bus 3,20.0381963,73.8042935
Bus 3,20.0391892,73.8045189
Bus 3,20.039118,73.8046602
Bus 3,20.0390836,73.8053352
Bus 3,20.0390511,73.8058657
Bus 3,20.0396907,73.8058861
Bus 3,20.0408607,73.8060071
Bus 3,20.0409709,73.8051324
Bus 3,20.0397702,73.8048291
Bus 3,20.039118,73.8046602
Bus 3,20.0385102,73.8045029
Bus 3,20.0375855,73.8042739
Bus 3,20.036871,73.8040946
Bus 3,20.0360035,73.8038813
Bus 3,20.0358688,73.8038332
Bus 3,20.0358915,73.8036937
Bus 3,20.0361181,73.8030269
Bus 3,20.0363699,73.8022887
Bus 3,20.0366038,73.8016465
Bus 3,20.0363699,73.8022887
Bus 3,20.0361181,73.8030269
Bus 3,20.0358915,73.8036937
Bus 3,20.0358688,73.8038332
Bus 3,20.0356503,73.8037791
Bus 3,20.0355297,73.804902
Bus 3,20.0354681,73.8054583
Bus 3,20.0354404,73.8057082
Bus 3,20.0345727,73.8055932
Bus 3,20.0344916,73.8064106
Bus 3,20.0330478,73.8062787
Bus 3,20.0325745,73.8062288
Bus 3,20.032473,73.8071056
Bus 3,20.0323182,73.808442
Bus 3,20.0322226,73.8092677
Bus 3,20.0321647,73.809968
Bus 3,20.0318248,73.8124651
Bus 3,20.0314385,73.8142329
Bus 3,20.031123,73.816503
Bus 3,20.0309499,73.817251
Bus 3,20.0306272,73.8186836
Bus 3,20.0300668,73.8201336
Bus 3,20.0295056,73.8221421
Bus 3,20.028198,73.8250205
Bus 3,20.0276608,73.8250506
Bus 3,20.0270241,73.8250862
Bus 3,20.0266723,73.8251059
Bus 3,20.0260965,73.8251267
Bus 3,20.0261017,73.8253731
Bus 3,20.026115,73.8259588
Bus 3,20.025199,73.8260209
Bus 3,20.0246328,73.8260749
Bus 3,20.0238987,73.8261449
Bus 3,20.0238883,73.8260412
Bus 3,20.0233583,73.8260458
Bus 3,20.0233694,73.8264461
Bus 3,20.0233793,73.8268065
Bus 3,20.0239808,73.8269851
Bus 3,20.0240934,73.8281367
Bus 3,20.0231481,73.8280828
Bus 3,20.0231391,73.8286958
Bus 3,20.0227009,73.828669
Bus 3,20.0226984,73.829116
Bus 3,20.022696,73.8295681
Bus 3,20.0237518,73.8295764
Bus 3,20.022696,73.8295681
Bus 3,20.0226938,73.8299634
Bus 3,20.0220747,73.8299563
Bus 3,20.021621,73.8299513
Bus 3,20.0211843,73.8299468
Bus 3,20.0211914,73.8295233
Bus 3,20.0211165,73.8290439
Bus 3,20.0208575,73.8280922
Bus 3,20.0208078,73.8277656
Bus 3,20.0200548,73.8278546
Bus 3,20.0208078,73.8277656
Bus 3,20.0208575,73.8280922
Bus 3,20.0211165,73.8290439
Bus 3,20.0211914,73.8295233
Bus 3,20.0211843,73.8299468
Bus 3,20.021621,73.8299513
Bus 3,20.0216236,73.8301472
Bus 3,20.0218318,73.8308518
Bus 3,20.0220659,73.8307451
Bus 3,20.0224553,73.8305766
Bus 3,20.0226465,73.8308462
Bus 3,20.0229607,73.83088
Bus 3,20.0232785,73.8308943
Bus 3,20.0235905,73.8309029
Bus 3,20.0235782,73.8316165
Bus 3,20.0235497,73.8332694
Bus 3,20.0239619,73.8332722
Bus 3,20.0244862,73.833341
Bus 3,20.0244129,73.8337587
Bus 3,20.0243089,73.8343516
Bus 3,20.0244236,73.8343419
Bus 3,20.0248552,73.8343055
Bus 3,20.0252521,73.8342616
Bus 3,20.0256263,73.8340961
Bus 3,20.0255954,73.8340331
Bus 3,20.0260481,73.8338181
Bus 3,20.0255954,73.8340331
Bus 3,20.0244344,73.8316599
Bus 3,20.0240344,73.8316312
Bus 3,20.0235782,73.8316165
Bus 3,20.0232027,73.8316051
Bus 3,20.0229358,73.8315967
Bus 3,20.0226183,73.8315868
Bus 3,20.0225648,73.8315829
Bus 3,20.0214019,73.83167
Bus 3,20.0198118,73.8319155
Bus 3,20.0195874,73.8315544
Bus 3,20.019509,73.8315769
Bus 3,20.0199145,73.8322597
Bus 3,20.0256721,73.8419143
Bus 3,20.0257,73.8419757
Bus 3,20.0254921,73.8420333
Bus 3,20.0254608,73.8419598
Bus 3,20.0193423,73.8316291
Bus 3,20.0163606,73.8254319
Bus 3,20.0163004,73.825291
Bus 3,20.0149714,73.821358
Bus 3,20.0107871,73.8102096
Bus 3,20.0091014,73.80625
Bus 3,20.0068468,73.8041744
Bus 3,20.0022194,73.8032463
Bus 3,19.9974796,73.8025948
Bus 3,19.9965179,73.8018612
Bus 3,19.9960478,73.801163
Bus 3,19.9958574,73.8008724
Bus 3,19.9957727,73.8007382
Bus 3,19.9952535,73.7997367
Bus 3,19.9939917,73.797295
Bus 3,19.9939141,73.7972306
Bus 3,19.9938751,73.7971611
Bus 3,19.9938997,73.7969998
Bus 3,19.9939313,73.796954
Bus 3,19.9941101,73.7968912
Bus 3,19.9941427,73.7968994
Bus 3,19.9942486,73.7969888
Bus 3,19.9942778,73.7970749
Bus 3,19.9942766,73.7971344
Bus 3,19.9942625,73.7971827
Bus 3,19.9957599,73.8000227
Bus 3,20.0170125,73.8265751
Bus 3,20.0190368,73.8307316
Bus 3,20.019509,73.8315769
Bus 3,20.0193423,73.8316291
Bus 3,20.019289,73.8316424
Bus 3,20.0192209,73.8316593
Bus 3,20.0187858,73.8309166
Bus 3,20.0185278,73.8304246
Bus 3,20.0177298,73.8287429
Bus 3,20.0162596,73.8254561
Bus 3,20.0162055,73.8253142
Bus 3,20.0154798,73.8233029
Bus 3,20.015398,73.8230579
Bus 3,20.0148633,73.8213808
Bus 3,20.0147085,73.820892
Bus 3,20.0142352,73.8193896
Bus 3,20.0139715,73.8185692
Bus 3,20.0136719,73.8177004
Bus 3,20.0136163,73.8175391
Bus 3,20.0127615,73.8155657
Bus 3,20.0120668,73.8139858
Bus 3,20.0108931,73.8108467
Bus 3,20.0107385,73.8103619
Bus 3,20.0106983,73.8102382
Bus 3,20.0107871,73.8102096
Bus 3,20.0109155,73.8100177
Bus 3,20.0109971,73.809911
Bus 3,20.0114072,73.809187
Bus 3,20.0115152,73.8090036
Bus 3,20.0121371,73.80818
Bus 3,20.0115152,73.8090036
Bus 3,20.0136065,73.8093941
Bus 3,20.014545,73.8095388
Bus 3,20.0145512,73.8087387
Bus 3,20.0148507,73.8087705
Bus 3,20.0154622,73.8075819
Bus 3,20.0149028,73.8070655
Bus 3,20.014144,73.8064029
Bus 3,20.013974,73.8062565
Bus 3,20.0138929,73.8061876
Bus 3,20.0127336,73.8052198
Bus 3,20.0121684,73.804759
Bus 3,20.0121837,73.8046635
Bus 3,20.0129652,73.8053056
Bus 3,20.013257,73.8041218
Bus 3,20.0129652,73.8053056
Bus 3,20.013946,73.8061168
Bus 3,20.0139971,73.8061595
Bus 3,20.0165239,73.8084928
Bus 3,20.0166985,73.8086414
Bus 3,20.0192305,73.8043301
Bus 3,20.021636,73.7992754
Bus 3,20.0216566,73.7991317
Bus 3,20.022091,73.7962241
Bus 3,20.0223904,73.7944823
Bus 3,20.0225696,73.7945384
Bus 3,20.0227448,73.7944967
Bus 3,20.023426,73.7904914
Bus 3,20.024147,73.7892418
Bus 3,20.0263093,73.7871811
Bus 3,20.0263857,73.7871497
Bus 3,20.027054,73.7871219
Bus 3,20.027447,73.7871031
Bus 3,20.0277746,73.7865132
Bus 3,20.0281347,73.7864926
Bus 3,20.0277841,73.7857483
Bus 3,20.0281347,73.7864926
Bus 3,20.028665,73.7870458
Bus 3,20.0291717,73.7870228
Bus 3,20.0293003,73.7835365
Bus 3,20.0315087,73.7833247
Bus 3,20.0323067,73.7831506
Bus 3,20.0325882,73.7831075
Bus 4,20.0121682,73.7536647
Bus 4,20.0120876,73.7549246
Bus 4,20.0120645,73.7558165
Bus 4,20.0120569,73.7559572
Bus 4,20.011913,73.7559397
Bus 4,20.0114717,73.7558822
Bus 4,20.0112091,73.755857
Bus 4,20.008576,73.7554923
Bus 4,20.0085561,73.7554962
Bus 4,20.0085029,73.7554674
Bus 4,20.0084938,73.7554467
Bus 4,20.0069567,73.7550217
Bus 4,20.0061214,73.7548921
Bus 4,20.0047098,73.7546906
Bus 4,20.0028334,73.7545594
Bus 4,20.0027405,73.7545768
Bus 4,20.0027011,73.7545447
Bus 4,20.0008339,73.7545076
Bus 4,20.0004996,73.7544859
Bus 4,19.9990044,73.7543511
Bus 4,19.997583,73.7542296
Bus 4,19.9972053,73.754209
Bus 4,19.9946168,73.7540335
Bus 4,19.9941187,73.7541292
Bus 4,19.9939062,73.75417
Bus 4,19.9936887,73.7542166
Bus 4,19.9936652,73.7540764
Bus 4,19.9936385,73.7539175
Bus 4,19.9933179,73.7520104
Bus 4,19.9932164,73.75138
Bus 4,19.9930981,73.750604
Bus 4,19.9929781,73.7499127
Bus 4,19.9929607,73.7497945
Bus 4,19.9929175,73.7495082
Bus 4,19.9922964,73.7459638
Bus 4,19.9922583,73.7457484
Bus 4,19.9922115,73.7454841
Bus 4,19.9920208,73.7443409
Bus 4,19.9918026,73.7424483
Bus 4,19.9917766,73.7421681
Bus 4,19.9917148,73.7420436
Bus 4,19.9917314,73.7419754
Bus 4,19.9916904,73.7415934
Bus 4,19.9912759,73.7378925
Bus 4,19.9911771,73.7368914
Bus 4,19.9911119,73.7361182
Bus 4,19.9910832,73.7356259
Bus 4,19.991064,73.7354527
Bus 4,19.9910399,73.7352456
Bus 4,19.991004,73.734966
Bus 4,19.9909467,73.7344409
Bus 4,19.9908873,73.733929
Bus 4,19.9908364,73.7336599
Bus 4,19.9902989,73.7312167
Bus 4,19.9902638,73.7309702
Bus 4,19.990248,73.7309216
Bus 4,19.9893791,73.7290274
Bus 4,19.989337,73.7289306
Bus 4,19.9894168,73.7288641
Bus 4,19.9894673,73.7288835
Bus 4,19.9895579,73.7285371
Bus 4,19.9897866,73.7280844
Bus 4,19.9900134,73.7274951
Bus 4,19.9901363,73.727088
Bus 4,19.9902471,73.7267231
Bus 4,19.9903711,73.726263
Bus 4,19.9904983,73.7258495
Bus 4,19.9905979,73.7255334
Bus 4,19.9905875,73.7250042
Bus 4,19.9908959,73.7250144
Bus 4,19.9909252,73.7245066
Bus 4,19.990954,73.7240423
Bus 4,19.9912615,73.7234725
Bus 4,19.9912868,73.7230538
Bus 4,19.9912847,73.7226389
Bus 4,19.9912778,73.722227
Bus 4,19.991098,73.722216
Bus 4,19.9911037,73.7216324
Bus 4,19.9909495,73.7216632
Bus 4,19.9908639,73.7212577
Bus 4,19.9907723,73.7208733
Bus 4,19.9904102,73.720982
Bus 4,19.9902551,73.7200922
Bus 4,19.9902136,73.719606
Bus 4,19.9901249,73.718913
Bus 4,19.9900231,73.7181899
Bus 4,19.9899545,73.7177443
Bus 4,19.9898855,73.7172795
Bus 4,19.9900521,73.7172531
Bus 4,19.9900556,73.7165392
Bus 4,19.9900203,73.7161798
Bus 4,19.98998,73.7157507
Bus 4,19.9899447,73.7153269
Bus 4,19.9899144,73.7149031
Bus 4,19.989893,73.7144793
Bus 4,19.9897519,73.7138919
Bus 4,19.9893057,73.7141719
Bus 4,19.9891299,73.7136959
Bus 4,19.988443,73.7140522
